,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",,ICD-10 codes
37811,Incidence,Melanoma of the skin,2016,Males,Victoria,1569,48.1,59.3, ,C43
37812,Incidence,Melanoma of the skin,2016,Males,Queensland,2331,91.3,111.6, ,C43
37813,Incidence,Melanoma of the skin,2016,Males,Western Australia,919,70.3,86.8, ,C43
37814,Incidence,Melanoma of the skin,2016,Males,South Australia,463,45.6,55.9, ,C43
37815,Incidence,Melanoma of the skin,2016,Males,Tasmania,186,59.1,71.1, ,C43
37816,Incidence,Melanoma of the skin,2016,Males,Australian Capital Territory,92,52.7,66.5, ,C43
37817,Incidence,Melanoma of the skin,2016,Males,Northern Territory,54,58.5,73.4, ,C43
37818,Incidence,Melanoma of the skin,2016,Males,Australia,8497,65.4,80.6, ,C43
37819,Incidence,Melanoma of the skin,2016,Females,New South Wales,1926,42.4,49.9, ,C43
37820,Incidence,Melanoma of the skin,2016,Females,Victoria,1253,35.4,41.4, ,C43
37821,Incidence,Melanoma of the skin,2016,Females,Queensland,1633,60.5,70.2, ,C43
37822,Incidence,Melanoma of the skin,2016,Females,Western Australia,626,45.6,53.9, ,C43
37823,Incidence,Melanoma of the skin,2016,Females,South Australia,343,31.6,37.2, ,C43
37824,Incidence,Melanoma of the skin,2016,Females,Tasmania,148,45.5,52.3, ,C43
37825,Incidence,Melanoma of the skin,2016,Females,Australian Capital Territory,75,37.7,44.8, ,C43
37826,Incidence,Melanoma of the skin,2016,Females,Northern Territory,28,31.9,38.5, ,C43
37827,Incidence,Melanoma of the skin,2016,Females,Australia,6040,43.6,51, ,C43
37828,Incidence,Melanoma of the skin,2016,Persons,New South Wales,4783,53.8,65.3, ,C43
37829,Incidence,Melanoma of the skin,2016,Persons,Victoria,2822,41.2,49.5, ,C43
37830,Incidence,Melanoma of the skin,2016,Persons,Queensland,3964,75.1,89.7, ,C43
37831,Incidence,Melanoma of the skin,2016,Persons,Western Australia,1545,57.3,69.4, ,C43
37832,Incidence,Melanoma of the skin,2016,Persons,South Australia,806,38.1,45.9, ,C43
37833,Incidence,Melanoma of the skin,2016,Persons,Tasmania,334,51.9,61.1, ,C43
37834,Incidence,Melanoma of the skin,2016,Persons,Australian Capital Territory,167,44.3,54.3, ,C43
37835,Incidence,Melanoma of the skin,2016,Persons,Northern Territory,82,46.1,57.3, ,C43
37836,Incidence,Melanoma of the skin,2016,Persons,Australia,14537,53.7,64.7, ,C43
37837,Incidence,Melanoma of the skin,2017,Males,New South Wales,2967,68.1,84.9, ,C43
37838,Incidence,Melanoma of the skin,2017,Males,Victoria,1673,50,62, ,C43
37839,Incidence,Melanoma of the skin,2017,Males,Queensland,2475,94,114.2, ,C43
37840,Incidence,Melanoma of the skin,2017,Males,Western Australia,870,65.1,81.2, ,C43
37841,Incidence,Melanoma of the skin,2017,Males,South Australia,469,45.5,55.8, ,C43
37842,Incidence,Melanoma of the skin,2017,Males,Tasmania,180,54,66.8, ,C43
37843,Incidence,Melanoma of the skin,2017,Males,Australian Capital Territory,107,59.4,74.2, ,C43
37844,Incidence,Melanoma of the skin,2017,Males,Northern Territory,52,56.8,71.6, ,C43
37845,Incidence,Melanoma of the skin,2017,Males,Australia,8825,66.2,81.7, ,C43
37846,Incidence,Melanoma of the skin,2017,Females,New South Wales,1953,42.2,49.7, ,C43
37847,Incidence,Melanoma of the skin,2017,Females,Victoria,1309,35.9,42.4, ,C43
37848,Incidence,Melanoma of the skin,2017,Females,Queensland,1675,61.1,70.6, ,C43
37849,Incidence,Melanoma of the skin,2017,Females,Western Australia,592,41.5,49.2, ,C43
37850,Incidence,Melanoma of the skin,2017,Females,South Australia,334,30.1,35.8, ,C43
37851,Incidence,Melanoma of the skin,2017,Females,Tasmania,159,46.6,53.8, ,C43
37852,Incidence,Melanoma of the skin,2017,Females,Australian Capital Territory,77,37.8,44.9, ,C43
37853,Incidence,Melanoma of the skin,2017,Females,Northern Territory,29,32.3,39.1, ,C43
37854,Incidence,Melanoma of the skin,2017,Females,Australia,6137,43.3,50.8, ,C43
37855,Incidence,Melanoma of the skin,2017,Persons,New South Wales,4920,54.3,66, ,C43
37856,Incidence,Melanoma of the skin,2017,Persons,Victoria,2982,42.3,51.3, ,C43
37857,Incidence,Melanoma of the skin,2017,Persons,Queensland,4150,76.6,91, ,C43
37858,Incidence,Melanoma of the skin,2017,Persons,Western Australia,1462,52.6,64.1, ,C43
37859,Incidence,Melanoma of the skin,2017,Persons,South Australia,803,37.3,45, ,C43
37860,Incidence,Melanoma of the skin,2017,Persons,Tasmania,339,49.8,59.5, ,C43
37861,Incidence,Melanoma of the skin,2017,Persons,Australian Capital Territory,184,47.5,58.1, ,C43
37862,Incidence,Melanoma of the skin,2017,Persons,Northern Territory,81,45.2,56.3, ,C43
37863,Incidence,Melanoma of the skin,2017,Persons,Australia,14962,54,65.1, ,C43
37864,Incidence,Melanoma of the skin,2018,Males,New South Wales,2984,67.5,83.4, ,C43
37865,Incidence,Melanoma of the skin,2018,Males,Victoria,1763,51.4,63.7, ,C43
37866,Incidence,Melanoma of the skin,2018,Males,Queensland,2343,86.5,106.1, ,C43
37867,Incidence,Melanoma of the skin,2018,Males,Western Australia,863,62.7,77.6, ,C43
37868,Incidence,Melanoma of the skin,2018,Males,South Australia,479,44.6,56, ,C43
37869,Incidence,Melanoma of the skin,2018,Males,Tasmania,205,59.9,72.2, ,C43
37870,Incidence,Melanoma of the skin,2018,Males,Australian Capital Territory,114,61.6,77.2, ,C43
37871,Incidence,Melanoma of the skin,2018,Males,Northern Territory,52,56.6,71.2, ,C43
37872,Incidence,Melanoma of the skin,2018,Males,Australia,8814,64.6,79.8, ,C43
37873,Incidence,Melanoma of the skin,2018,Females,New South Wales,2022,43.4,50.7, ,C43
37874,Incidence,Melanoma of the skin,2018,Females,Victoria,1311,35.1,41.7, ,C43
37875,Incidence,Melanoma of the skin,2018,Females,Queensland,1735,61.3,71, ,C43
37876,Incidence,Melanoma of the skin,2018,Females,Western Australia,626,43,51.1, ,C43
37877,Incidence,Melanoma of the skin,2018,Females,South Australia,310,27.6,32.4, ,C43
37878,Incidence,Melanoma of the skin,2018,Females,Tasmania,196,57.5,66.3, ,C43
37879,Incidence,Melanoma of the skin,2018,Females,Australian Capital Territory,81,38.4,45.5, ,C43
37880,Incidence,Melanoma of the skin,2018,Females,Northern Territory,30,31.9,37.7, ,C43
37881,Incidence,Melanoma of the skin,2018,Females,Australia,6320,43.7,51.2, ,C43
37882,Incidence,Melanoma of the skin,2018,Persons,New South Wales,5006,54.6,65.8, ,C43
37883,Incidence,Melanoma of the skin,2018,Persons,Victoria,3075,42.6,51.7, ,C43
37884,Incidence,Melanoma of the skin,2018,Persons,Queensland,4078,73.2,87.4, ,C43
37885,Incidence,Melanoma of the skin,2018,Persons,Western Australia,1489,52.3,63.6, ,C43
37886,Incidence,Melanoma of the skin,2018,Persons,South Australia,789,35.4,43.2, ,C43
37887,Incidence,Melanoma of the skin,2018,Persons,Tasmania,401,58.5,68.9, ,C43
37888,Incidence,Melanoma of the skin,2018,Persons,Australian Capital Territory,195,48.9,59.7, ,C43
37889,Incidence,Melanoma of the skin,2018,Persons,Northern Territory,83,44.5,54.7, ,C43
37890,Incidence,Melanoma of the skin,2018,Persons,Australia,15135,53.4,64.4, ,C43
37891,Incidence,Melanoma of the skin,2019,Males,New South Wales,3003,66.4,82.3, ,C43
37892,Incidence,Melanoma of the skin,2019,Males,Victoria,1631,46.3,57.9, ,C43
37893,Incidence,Melanoma of the skin,2019,Males,Queensland,2602,93.1,114, ,C43
37894,Incidence,Melanoma of the skin,2019,Males,Western Australia,949,66.2,82.5, ,C43
37895,Incidence,Melanoma of the skin,2019,Males,South Australia,546,50,62.2, ,C43
37896,Incidence,Melanoma of the skin,2019,Males,Tasmania,224,65.8,78.5, ,C43
37897,Incidence,Melanoma of the skin,2019,Males,Australian Capital Territory,120,62.8,78.3, ,C43
37898,Incidence,Melanoma of the skin,2019,Males,Northern Territory,55,59.6,75, ,C43
37899,Incidence,Melanoma of the skin,2019,Males,Australia,9134,65.2,80.6, ,C43
37900,Incidence,Melanoma of the skin,2019,Females,New South Wales,2075,43.3,51.2, ,C43
37901,Incidence,Melanoma of the skin,2019,Females,Victoria,1201,31.5,37.4, ,C43
37902,Incidence,Melanoma of the skin,2019,Females,Queensland,1845,63.8,73.9, ,C43
37903,Incidence,Melanoma of the skin,2019,Females,Western Australia,680,44.8,53.5, ,C43
37904,Incidence,Melanoma of the skin,2019,Females,South Australia,358,30.2,36.1, ,C43
37905,Incidence,Melanoma of the skin,2019,Females,Tasmania,188,55,61.7, ,C43
37906,Incidence,Melanoma of the skin,2019,Females,Australian Capital Territory,86,39.5,46.9, ,C43
37907,Incidence,Melanoma of the skin,2019,Females,Northern Territory,33,33.2,39.2, ,C43
37908,Incidence,Melanoma of the skin,2019,Females,Australia,6494,43.8,51.5, ,C43
37909,Incidence,Melanoma of the skin,2019,Persons,New South Wales,5078,54.1,65.6, ,C43
37910,Incidence,Melanoma of the skin,2019,Persons,Victoria,2832,38.3,46.7, ,C43
37911,Incidence,Melanoma of the skin,2019,Persons,Queensland,4447,77.7,92.7, ,C43
37912,Incidence,Melanoma of the skin,2019,Persons,Western Australia,1629,54.9,67.1, ,C43
37913,Incidence,Melanoma of the skin,2019,Persons,South Australia,904,39.5,48.3, ,C43
37914,Incidence,Melanoma of the skin,2019,Persons,Tasmania,412,60,69.4, ,C43
37915,Incidence,Melanoma of the skin,2019,Persons,Australian Capital Territory,205,50.1,61.2, ,C43
37916,Incidence,Melanoma of the skin,2019,Persons,Northern Territory,88,46.4,57, ,C43
37917,Incidence,Melanoma of the skin,2019,Persons,Australia,15628,53.8,65, ,C43
37918,Incidence,Mesothelioma,1982,Males,New South Wales,54,2.6,3.5, ,C45
44993,Incidence,Non-melanoma skin cancer (rare types),2001,Males,Victoria,48,2.4,3.2, ,C44
44994,Incidence,Non-melanoma skin cancer (rare types),2001,Males,Queensland,55,3.8,5.2, ,C44
44995,Incidence,Non-melanoma skin cancer (rare types),2001,Males,Western Australia,52,6.5,8.2, ,C44
44996,Incidence,Non-melanoma skin cancer (rare types),2001,Males,South Australia,9,1.3,1.7, ,C44
44997,Incidence,Non-melanoma skin cancer (rare types),2001,Males,Tasmania,7,2.9,3.4, ,C44
44998,Incidence,Non-melanoma skin cancer (rare types),2001,Males,Australian Capital Territory,0,. .,. ., ,C44
44999,Incidence,Non-melanoma skin cancer (rare types),2001,Males,Northern Territory,0,. .,. ., ,C44
45000,Incidence,Non-melanoma skin cancer (rare types),2001,Males,Australia,322,3.9,5.2, ,C44
45001,Incidence,Non-melanoma skin cancer (rare types),2001,Females,New South Wales,68,1.8,2.3, ,C44
45002,Incidence,Non-melanoma skin cancer (rare types),2001,Females,Victoria,29,1,1.4, ,C44
45003,Incidence,Non-melanoma skin cancer (rare types),2001,Females,Queensland,36,1.9,2.7, ,C44
45004,Incidence,Non-melanoma skin cancer (rare types),2001,Females,Western Australia,30,3.1,4, ,C44
45005,Incidence,Non-melanoma skin cancer (rare types),2001,Females,South Australia,7,0.6,0.9, ,C44
45006,Incidence,Non-melanoma skin cancer (rare types),2001,Females,Tasmania,6,2.3,3, ,C44
45007,Incidence,Non-melanoma skin cancer (rare types),2001,Females,Australian Capital Territory,0,. .,. ., ,C44
45008,Incidence,Non-melanoma skin cancer (rare types),2001,Females,Northern Territory,0,. .,. ., ,C44
45009,Incidence,Non-melanoma skin cancer (rare types),2001,Females,Australia,180,1.6,2.2, ,C44
45010,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,New South Wales,213,3.2,4.1, ,C44
45011,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,Victoria,77,1.6,2.1, ,C44
45012,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,Queensland,91,2.7,3.8, ,C44
45013,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,Western Australia,82,4.7,6, ,C44
45014,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,South Australia,16,0.9,1.2, ,C44
45015,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,Tasmania,13,2.6,3.1, ,C44
45016,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,Australian Capital Territory,0,. .,. ., ,C44
45017,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,Northern Territory,0,. .,. ., ,C44
45018,Incidence,Non-melanoma skin cancer (rare types),2001,Persons,Australia,502,2.6,3.4, ,C44
45019,Incidence,Non-melanoma skin cancer (rare types),2002,Males,New South Wales,169,5.7,7.5, ,C44
45020,Incidence,Non-melanoma skin cancer (rare types),2002,Males,Victoria,43,2,2.7, ,C44
45021,Incidence,Non-melanoma skin cancer (rare types),2002,Males,Queensland,65,4.4,6, ,C44
45022,Incidence,Non-melanoma skin cancer (rare types),2002,Males,Western Australia,46,6.1,7.9, ,C44
45023,Incidence,Non-melanoma skin cancer (rare types),2002,Males,South Australia,11,1.4,1.9, ,C44
45024,Incidence,Non-melanoma skin cancer (rare types),2002,Males,Tasmania,5,2.4,2.9, ,C44
45025,Incidence,Non-melanoma skin cancer (rare types),2002,Males,Australian Capital Territory,0,. .,. ., ,C44
45026,Incidence,Non-melanoma skin cancer (rare types),2002,Males,Northern Territory,0,. .,. ., ,C44
45027,Incidence,Non-melanoma skin cancer (rare types),2002,Males,Australia,342,4,5.3, ,C44
45028,Incidence,Non-melanoma skin cancer (rare types),2002,Females,New South Wales,90,2.4,3.1, ,C44
45029,Incidence,Non-melanoma skin cancer (rare types),2002,Females,Victoria,35,1.2,1.6, ,C44
45030,Incidence,Non-melanoma skin cancer (rare types),2002,Females,Queensland,35,1.8,2.4, ,C44
45031,Incidence,Non-melanoma skin cancer (rare types),2002,Females,Western Australia,23,2.4,3.1, ,C44
45032,Incidence,Non-melanoma skin cancer (rare types),2002,Females,South Australia,3,n.p.,n.p., ,C44
45033,Incidence,Non-melanoma skin cancer (rare types),2002,Females,Tasmania,3,n.p.,n.p., ,C44
45034,Incidence,Non-melanoma skin cancer (rare types),2002,Females,Australian Capital Territory,0,. .,. ., ,C44
45035,Incidence,Non-melanoma skin cancer (rare types),2002,Females,Northern Territory,0,. .,. ., ,C44
45036,Incidence,Non-melanoma skin cancer (rare types),2002,Females,Australia,193,1.7,2.3, ,C44
45037,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,New South Wales,259,3.8,4.9, ,C44
45038,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,Victoria,78,1.5,2.1, ,C44
45039,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,Queensland,100,2.9,3.9, ,C44
45040,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,Western Australia,69,3.9,5, ,C44
45041,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,South Australia,14,0.8,1.1, ,C44
45042,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,Tasmania,8,1.6,1.9, ,C44
45043,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,Australian Capital Territory,0,. .,. ., ,C44
45044,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,Northern Territory,0,. .,. ., ,C44
45045,Incidence,Non-melanoma skin cancer (rare types),2002,Persons,Australia,535,2.7,3.5, ,C44
45046,Incidence,Non-melanoma skin cancer (rare types),2003,Males,New South Wales,157,5.1,6.6, ,C44
45047,Incidence,Non-melanoma skin cancer (rare types),2003,Males,Victoria,44,2,2.5, ,C44
45048,Incidence,Non-melanoma skin cancer (rare types),2003,Males,Queensland,55,3.4,4.5, ,C44
45049,Incidence,Non-melanoma skin cancer (rare types),2003,Males,Western Australia,47,5.6,7.4, ,C44
45050,Incidence,Non-melanoma skin cancer (rare types),2003,Males,South Australia,3,n.p.,n.p., ,C44
45051,Incidence,Non-melanoma skin cancer (rare types),2003,Males,Tasmania,2,n.p.,n.p., ,C44
45052,Incidence,Non-melanoma skin cancer (rare types),2003,Males,Australian Capital Territory,0,. .,. ., ,C44
45053,Incidence,Non-melanoma skin cancer (rare types),2003,Males,Northern Territory,0,. .,. ., ,C44
45054,Incidence,Non-melanoma skin cancer (rare types),2003,Males,Australia,317,3.6,4.6, ,C44
45055,Incidence,Non-melanoma skin cancer (rare types),2003,Females,New South Wales,106,2.7,3.4, ,C44
45056,Incidence,Non-melanoma skin cancer (rare types),2003,Females,Victoria,38,1.3,1.7, ,C44
45057,Incidence,Non-melanoma skin cancer (rare types),2003,Females,Queensland,24,1.2,1.6, ,C44
45058,Incidence,Non-melanoma skin cancer (rare types),2003,Females,Western Australia,32,3.1,3.9, ,C44
45059,Incidence,Non-melanoma skin cancer (rare types),2003,Females,South Australia,6,0.5,0.7, ,C44
45060,Incidence,Non-melanoma skin cancer (rare types),2003,Females,Tasmania,3,n.p.,n.p., ,C44
45061,Incidence,Non-melanoma skin cancer (rare types),2003,Females,Australian Capital Territory,0,. .,. ., ,C44
45062,Incidence,Non-melanoma skin cancer (rare types),2003,Females,Northern Territory,0,. .,. ., ,C44
45063,Incidence,Non-melanoma skin cancer (rare types),2003,Females,Australia,214,1.9,2.4, ,C44
45064,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,New South Wales,263,3.8,4.9, ,C44
45065,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,Victoria,82,1.6,2.1, ,C44
45066,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,Queensland,79,2.2,2.8, ,C44
45067,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,Western Australia,79,4.3,5.5, ,C44
45068,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,South Australia,9,0.5,0.7, ,C44
45069,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,Tasmania,5,0.9,1.3, ,C44
45070,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,Australian Capital Territory,0,. .,. ., ,C44
45071,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,Northern Territory,0,. .,. ., ,C44
45072,Incidence,Non-melanoma skin cancer (rare types),2003,Persons,Australia,531,2.6,3.4, ,C44
45073,Incidence,Non-melanoma skin cancer (rare types),2004,Males,New South Wales,165,5.4,7.2, ,C44
45074,Incidence,Non-melanoma skin cancer (rare types),2004,Males,Victoria,46,2.1,2.7, ,C44
45075,Incidence,Non-melanoma skin cancer (rare types),2004,Males,Queensland,74,4.7,6.4, ,C44
45076,Incidence,Non-melanoma skin cancer (rare types),2004,Males,Western Australia,53,6.4,8.4, ,C44
45077,Incidence,Non-melanoma skin cancer (rare types),2004,Males,South Australia,12,1.5,2, ,C44
45078,Incidence,Non-melanoma skin cancer (rare types),2004,Males,Tasmania,11,4.3,5.6, ,C44
45079,Incidence,Non-melanoma skin cancer (rare types),2004,Males,Australian Capital Territory,0,. .,. ., ,C44
45080,Incidence,Non-melanoma skin cancer (rare types),2004,Males,Northern Territory,0,. .,. ., ,C44
45081,Incidence,Non-melanoma skin cancer (rare types),2004,Males,Australia,367,4.1,5.5, ,C44
45082,Incidence,Non-melanoma skin cancer (rare types),2004,Females,New South Wales,93,2.2,2.9, ,C44
45083,Incidence,Non-melanoma skin cancer (rare types),2004,Females,Victoria,28,1,1.3, ,C44
45084,Incidence,Non-melanoma skin cancer (rare types),2004,Females,Queensland,31,1.5,2, ,C44
45085,Incidence,Non-melanoma skin cancer (rare types),2004,Females,Western Australia,34,3.3,4.1, ,C44
45086,Incidence,Non-melanoma skin cancer (rare types),2004,Females,South Australia,8,0.7,1.1, ,C44
45087,Incidence,Non-melanoma skin cancer (rare types),2004,Females,Tasmania,1,n.p.,n.p., ,C44
45088,Incidence,Non-melanoma skin cancer (rare types),2004,Females,Australian Capital Territory,0,. .,. ., ,C44
45089,Incidence,Non-melanoma skin cancer (rare types),2004,Females,Northern Territory,0,. .,. ., ,C44
45090,Incidence,Non-melanoma skin cancer (rare types),2004,Females,Australia,197,1.7,2.2, ,C44
45091,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,New South Wales,258,3.6,4.8, ,C44
45092,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,Victoria,74,1.4,1.8, ,C44
45093,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,Queensland,105,2.8,3.8, ,C44
45094,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,Western Australia,87,4.6,5.9, ,C44
45095,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,South Australia,20,1.1,1.5, ,C44
45096,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,Tasmania,12,2.1,2.9, ,C44
45097,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,Australian Capital Territory,0,. .,. ., ,C44
45098,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,Northern Territory,0,. .,. ., ,C44
45099,Incidence,Non-melanoma skin cancer (rare types),2004,Persons,Australia,564,2.7,3.6, ,C44
45100,Incidence,Non-melanoma skin cancer (rare types),2005,Males,New South Wales,189,6,8.1, ,C44
45101,Incidence,Non-melanoma skin cancer (rare types),2005,Males,Victoria,39,1.7,2.2, ,C44
45102,Incidence,Non-melanoma skin cancer (rare types),2005,Males,Queensland,66,4,5.5, ,C44
45103,Incidence,Non-melanoma skin cancer (rare types),2005,Males,Western Australia,40,4.6,5.9, ,C44
45104,Incidence,Non-melanoma skin cancer (rare types),2005,Males,South Australia,11,1.4,2.1, ,C44
45105,Incidence,Non-melanoma skin cancer (rare types),2005,Males,Tasmania,7,3,3.7, ,C44
45106,Incidence,Non-melanoma skin cancer (rare types),2005,Males,Australian Capital Territory,5,4.6,5.7, ,C44
45107,Incidence,Non-melanoma skin cancer (rare types),2005,Males,Northern Territory,0,0,0, ,C44
45108,Incidence,Non-melanoma skin cancer (rare types),2005,Males,Australia,355,3.9,5.2, ,C44
45109,Incidence,Non-melanoma skin cancer (rare types),2005,Females,New South Wales,104,2.5,3.3, ,C44
45110,Incidence,Non-melanoma skin cancer (rare types),2005,Females,Victoria,33,1.1,1.4, ,C44
45111,Incidence,Non-melanoma skin cancer (rare types),2005,Females,Queensland,37,1.8,2.4, ,C44
45112,Incidence,Non-melanoma skin cancer (rare types),2005,Females,Western Australia,22,2,2.6, ,C44
45113,Incidence,Non-melanoma skin cancer (rare types),2005,Females,South Australia,11,1,1.3, ,C44
45114,Incidence,Non-melanoma skin cancer (rare types),2005,Females,Tasmania,8,2.7,3.4, ,C44
45115,Incidence,Non-melanoma skin cancer (rare types),2005,Females,Australian Capital Territory,3,n.p.,n.p., ,C44
45116,Incidence,Non-melanoma skin cancer (rare types),2005,Females,Northern Territory,0,0,0, ,C44
45117,Incidence,Non-melanoma skin cancer (rare types),2005,Females,Australia,217,1.8,2.4, ,C44
45118,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,New South Wales,293,4,5.3, ,C44
45119,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,Victoria,72,1.3,1.7, ,C44
45120,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,Queensland,103,2.7,3.6, ,C44
45121,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,Western Australia,62,3.2,4.2, ,C44
45122,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,South Australia,22,1.2,1.6, ,C44
45123,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,Tasmania,15,2.8,3.5, ,C44
45124,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,Australian Capital Territory,9,3.3,4.2, ,C44
45125,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,Northern Territory,0,0,0, ,C44
45126,Incidence,Non-melanoma skin cancer (rare types),2005,Persons,Australia,572,2.7,3.6, ,C44
45127,Incidence,Non-melanoma skin cancer (rare types),2006,Males,New South Wales,181,5.7,7.5, ,C44
45128,Incidence,Non-melanoma skin cancer (rare types),2006,Males,Victoria,44,1.8,2.5, ,C44
45129,Incidence,Non-melanoma skin cancer (rare types),2006,Males,Queensland,65,3.6,4.8, ,C44
45130,Incidence,Non-melanoma skin cancer (rare types),2006,Males,Western Australia,57,6.6,8.9, ,C44
45131,Incidence,Non-melanoma skin cancer (rare types),2006,Males,South Australia,17,2,2.8, ,C44
45132,Incidence,Non-melanoma skin cancer (rare types),2006,Males,Tasmania,10,4.1,5.5, ,C44
45133,Incidence,Non-melanoma skin cancer (rare types),2006,Males,Australian Capital Territory,5,4.3,5.6, ,C44
45134,Incidence,Non-melanoma skin cancer (rare types),2006,Males,Northern Territory,0,0,0, ,C44
45135,Incidence,Non-melanoma skin cancer (rare types),2006,Males,Australia,379,4,5.4, ,C44
45136,Incidence,Non-melanoma skin cancer (rare types),2006,Females,New South Wales,119,2.8,3.6, ,C44
45137,Incidence,Non-melanoma skin cancer (rare types),2006,Females,Victoria,23,0.7,1, ,C44
45138,Incidence,Non-melanoma skin cancer (rare types),2006,Females,Queensland,40,1.9,2.5, ,C44
45139,Incidence,Non-melanoma skin cancer (rare types),2006,Females,Western Australia,37,3.3,4.3, ,C44
45140,Incidence,Non-melanoma skin cancer (rare types),2006,Females,South Australia,5,0.4,0.6, ,C44
45141,Incidence,Non-melanoma skin cancer (rare types),2006,Females,Tasmania,5,1.6,2.1, ,C44
45142,Incidence,Non-melanoma skin cancer (rare types),2006,Females,Australian Capital Territory,3,n.p.,n.p., ,C44
45143,Incidence,Non-melanoma skin cancer (rare types),2006,Females,Northern Territory,0,0,0, ,C44
45144,Incidence,Non-melanoma skin cancer (rare types),2006,Females,Australia,232,1.9,2.5, ,C44
45145,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,New South Wales,300,4.1,5.3, ,C44
45146,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,Victoria,67,1.2,1.6, ,C44
45147,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,Queensland,105,2.6,3.5, ,C44
45148,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,Western Australia,94,4.6,6.1, ,C44
45149,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,South Australia,22,1.1,1.5, ,C44
45150,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,Tasmania,15,2.6,3.5, ,C44
45151,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,Australian Capital Territory,8,3.1,3.9, ,C44
45152,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,Northern Territory,0,0,0, ,C44
45153,Incidence,Non-melanoma skin cancer (rare types),2006,Persons,Australia,611,2.8,3.7, ,C44
45154,Incidence,Non-melanoma skin cancer (rare types),2007,Males,New South Wales,178,5.4,7.2, ,C44
45155,Incidence,Non-melanoma skin cancer (rare types),2007,Males,Victoria,53,2.1,2.7, ,C44
45156,Incidence,Non-melanoma skin cancer (rare types),2007,Males,Queensland,108,5.8,7.6, ,C44
45157,Incidence,Non-melanoma skin cancer (rare types),2007,Males,Western Australia,48,5.2,7, ,C44
45158,Incidence,Non-melanoma skin cancer (rare types),2007,Males,South Australia,14,1.6,2.2, ,C44
45159,Incidence,Non-melanoma skin cancer (rare types),2007,Males,Tasmania,12,4.4,5.5, ,C44
45160,Incidence,Non-melanoma skin cancer (rare types),2007,Males,Australian Capital Territory,5,4.3,5.8, ,C44
45161,Incidence,Non-melanoma skin cancer (rare types),2007,Males,Northern Territory,0,0,0, ,C44
45162,Incidence,Non-melanoma skin cancer (rare types),2007,Males,Australia,415,4.2,5.6, ,C44
45163,Incidence,Non-melanoma skin cancer (rare types),2007,Females,New South Wales,119,2.7,3.6, ,C44
45164,Incidence,Non-melanoma skin cancer (rare types),2007,Females,Victoria,36,1.1,1.5, ,C44
45165,Incidence,Non-melanoma skin cancer (rare types),2007,Females,Queensland,49,2.1,2.8, ,C44
45166,Incidence,Non-melanoma skin cancer (rare types),2007,Females,Western Australia,25,2.2,2.9, ,C44
